universalmessageid,socialnetwork,senderuserid,senderscreenname,senderlistedname,senderprofileimgurl,senderprofilelink,senderfollowerscount,senderinfluencerscore,senderage,sendergender,originalauthor,originalauthorprofilelink,title,message,messagetype,createdtime,language,languagecode,countrycode,mediatypelist,permalink,domain,retweets,tweetgenerator,favorites,receiverid,receiverscreenname,assignedby,assignedto,spam,status,intellocation,priority,starrating,sentiment,reviewsource,experiencescoremessagelevel,clientqueues,partnerqueues,clientcustomprops,partnercustomprops,customtags,actiontime,geotarget,postid,associatedcases,location,country,state,city,latitude,longitude,senderemail,v55,campaignname,year,TwitterHandle,TwitterHandleCustomerService,Cik,Gvkey
TWITTER_2_1059935353644216320,TWITTER,2729471165,Ladychef07,ð© bitch is you serious ?ð©,https://pbs.twimg.com/profile_images/1471708239779803136/XX75cYZL_normal.jpg,,483,0,0,,,,,We had a  Sysco show yesterday at the tearoom. They left lobsters. Guess what we grilled for breakfast??Lobsters !!!!,Twitter Update,27:35.6,,,US,,https://twitter.com/Ladychef07/status/1059935353644216320,twitter.com,0,Twitter for iPhone,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,27:35.6,,,,New Orleans,United States,,New Orleans,29.889574,-90.137909,,Twitter Update,,2018,Sysco,SYSCOSOFTWARE,96021,10247
TWITTER_2_1059936274965037058,TWITTER,18906614,LyndaLehmann,Lynda Lehmann,https://pbs.twimg.com/profile_images/812082832516358145/snR5gqrT_normal.jpg,,5429,0,0,F,,,,View my portfolio at Shutterstock!  Join if you like!  shutterstock.com/g/lehmann1033?â¦,Twitter Update,31:15.3,,,US,LINK,https://twitter.com/LyndaLehmann/status/1059936274965037058,twitter.com,0,Gremlin Social,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,31:15.3,,,,United States,United States,,,39.759998,-98.5,,Twitter Update,,2018,Shutterstock,,1549346,3382
TWITTER_2_1059937845916434432,TWITTER,452581064,MATG26,Mary Alice Garber,https://pbs.twimg.com/profile_images/3457472205/1bf936eaace1c60b70f8a95d4cbfa070_normal.jpeg,,896,0,0,F,,,,This amazing sky viewed outside the local Safeway. A fellow shopper also taking pictures of the sky exclaimed âMaybe it is a sign of good things to come.â HOPE this is so. pic.twitter.com/RNPxdY0nvz,Twitter Update,37:29.8,,,US,PHOTO,https://twitter.com/MATG26/status/1059937845916434432,twitter.com,0,Twitter for iPhone,10,,,,,FALSE,,,,,POSITIVE,,,,,,,,37:29.8,,,,"Washington, D.C., United States",United States,,,38.917061,-77.000252,,Twitter Update,,2018,Safeway,,86144,9359
TWITTER_2_1059938193443840000,TWITTER,87099917,CSU_MBasketball,CSU Basketball,https://pbs.twimg.com/profile_images/1256343405266903043/g8se1ZQH_normal.jpg,,6138,0,0,,,,,The Vikings arrived at Belk Arena just moments ago for the season opener at Davidson pic.twitter.com/46996O9nch,Twitter Update,38:52.7,,,US,"VIDEO,PHOTO",https://twitter.com/CSU_Basketball/status/1059938193443840000,twitter.com,3,Twitter for Android,19,,,,,FALSE,,,,,POSITIVE,,,,,,,,38:52.7,,,,"Cleveland, Ohio, United States",United States,,,41.4995,-81.695412,,Twitter Update,,2018,belk,,1051771,117981
TWITTER_2_1059938608843378688,TWITTER,17559542,CharlesTBetz,Charles T. Betz,https://pbs.twimg.com/profile_images/1202380568903770112/EvxFHgTs_normal.jpg,,4695,0,0,M,,,,one way to prevent moving from waterfall to Agile: force your associates to continue entering time. Sysco at #TBMC18.,Twitter Update,40:31.7,,,US,,https://twitter.com/CharlesTBetz/status/1059938608843378688,twitter.com,0,Twitter Web Client,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,40:31.7,,,,"Minneapolis, Minnesota, United States",United States,,,44.979969,-93.26384,,Twitter Update,,2018,Sysco,SYSCOSOFTWARE,96021,10247
TWITTER_2_1059940080197005312,TWITTER,7.77E+17,promo_grocery,promogrocery,https://pbs.twimg.com/profile_images/778950266397794304/x_TdWIS0_normal.jpg,,51,0,0,,,,,Winn-Dixie Weekly Ad 11/7 - 11/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWITTER_2_1059940957649584129,TWITTER,72880520,HTSFF,How to Shop for Free,https://pbs.twimg.com/profile_images/676537731162480640/rMjJwbFh_normal.jpg,,3376,0,0,,,,,PetSmart Black Friday ad is here! The pets need Christmas gifts too! howtoshopforfree.net/petsmart-blackâ¦,Twitter Update,49:51.7,,,US,LINK,https://twitter.com/HTSFF/status/1059940957649584129,twitter.com,0,Facebook,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,49:51.7,,,,"Massachusetts, United States",United States,,,42.36565,-71.108322,,Twitter Update,,2018,PetSmart,,863157,28648
TWITTER_2_1059941774234312704,TWITTER,17559542,CharlesTBetz,Charles T. Betz,https://pbs.twimg.com/profile_images/1202380568903770112/EvxFHgTs_normal.jpg,,4695,0,0,M,,,,Agile at Sysco. #TBMC18. Again this is being presented to a room full of IT finance managers. pic.twitter.com/5b5dCxBPuP,Twitter Update,53:06.4,,,US,PHOTO,https://twitter.com/CharlesTBetz/status/1059941774234312704,twitter.com,1,Twitter for iPhone,0,,,,,FALSE,,,,,NEGATIVE,,,,,,,,53:06.4,,,,"Minneapolis, Minnesota, United States",United States,,,44.979969,-93.26384,,Twitter Update,,2018,Sysco,SYSCOSOFTWARE,96021,10247
TWITTER_2_1059943399560757249,TWITTER,2728495522,KLouDavis,Kersti Davis,https://pbs.twimg.com/profile_images/1446672398732963843/HoNJDwHe_normal.jpg,,207,0,0,F,,,,2 Years ago it rained enough to fill the tank up at Mitchell Co. & provide me w/ a place to kayak whenever I wanted #myhappyplace pic.twitter.com/GIV2VjpWCR,Twitter Update,59:33.9,,,US,PHOTO,https://twitter.com/KLouDavis/status/1059943399560757249,twitter.com,1,Twitter for iPhone,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,59:33.9,,,,"Sterling City, Texas, United States",United States,,,31.83625,-100.98483,,Twitter Update,,2018,KAYAK,http://kayak.com/support,1312928,186473
TWITTER_2_1059943598450343936,TWITTER,2971321754,blazeeprincess,Lillith,https://pbs.twimg.com/profile_images/1337343790034550786/nb214X3H_normal.jpg,,548,0,0,F,,,,Sitting in the ice cream isle at Safeway seeing if the guy I thought was talking secret pictures of me and following me around Safeway is really finna follow me rn,Twitter Update,00:21.3,,,US,,https://twitter.com/lillayy1/status/1059943598450343936,twitter.com,0,Twitter for iPhone,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,00:21.3,,,,Aberdeen,United States,,Aberdeen,46.951469,-123.86033,,Twitter Update,,2018,Safeway,,86144,9359
TWITTER_2_1059943669913083905,TWITTER,8.65E+17,BlueWorldVoyage,Blue World Voyages,https://pbs.twimg.com/profile_images/1275865071130992642/DPWC_qRN_normal.jpg,,791,0,0,M,,,,"Sail to great destinations on a ship you own, then #hike, #cycle, #kayak, #run & #kitesurf or play #golf ashore. It's ""Active Lifestyle Cruising"", Invest as little as $500 and help shape the future of cruising. tinyurl.com/yakmavk2 #crowdfunding #cruise https://t.co/yTeiObZA89",Twitter Update,00:38.4,,,US,PHOTO,https://twitter.com/BlueWorldVoyage/status/1059943669913083905,twitter.com,0,Hootsuite Inc.,0,,,,,FALSE,,,,,POSITIVE,,,,,,,,00:38.4,,,,"Miami, Florida, United States",United States,,,25.774269,-80.193657,,Twitter Update,,2018,KAYAK,http://kayak.com/support,1312928,186473
TWITTER_2_1059944276388384768,TWITTER,4019715676,KayakingFacts,Kayaking Facts,https://pbs.twimg.com/profile_images/657309389511118848/aJEBZO6F_normal.jpg,,3699,0,0,,,,,"Inuits used driftwood and sometimes the skeleton of whale, to construct the frame of the kayak.",Twitter Update,03:03.0,,,US,,https://twitter.com/KayakingFacts/status/1059944276388384768,twitter.com,0,TongueApp,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,03:03.0,,,,"Los Angeles, California, United States",United States,,,34.052231,-118.24368,,Twitter Update,,2018,KAYAK,http://kayak.com/support,1312928,186473
TWITTER_2_1059944528466112512,TWITTER,28309354,JackSaves,JB,https://pbs.twimg.com/profile_images/755138622077018112/0Puc7suf_normal.jpg,,2127,0,0,,,,,"SHOPPING DEALS -Kroger, Ralphs, Safeway, Lucky, Albertsons, Jewel, Shaws, Publix, Schnucks, Frys, Vons, Pavilions, Smiths, King Soopers > buff.ly/1Lz8Gbw #shop #groceries #deals #shopping #grocery https://t.co/WKhrL64OLN",Twitter Update,04:03.1,,,US,VIDEO,https://twitter.com/JackSaves/status/1059944528466112512,twitter.com,0,Buffer,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,04:03.1,,,,United States,United States,,,39.759998,-98.5,,Twitter Update,,2018,Safeway,,86144,9359
TWITTER_2_1059945650736033802,TWITTER,41856379,elise_franco,Elise Franco,https://pbs.twimg.com/profile_images/1275593507093319683/6g2z9Bai_normal.jpg,,341,0,0,F,,,,Met a 13-week-old bulldog puppy outside PetSmart. It took everything in me not to smoosh my face into her wrinkly little face. She. Was. So. Cute. And Iâm dead. Done. Goodbye world.,Twitter Update,08:30.6,,,US,,https://twitter.com/elise_franco/status/1059945650736033802,twitter.com,0,Twitter for iPhone,0,,,,,FALSE,,,,,POSITIVE,,,,,,,,08:30.6,,,,"Charlotte, North Carolina, United States",United States,,,35.227089,-80.843132,,Twitter Update,,2018,PetSmart,,863157,28648
TWITTER_2_1059946065900851201,TWITTER,3151695297,HiTechTrader,HiTechTrader,https://pbs.twimg.com/profile_images/586168610973818880/D48RkT_s_normal.png,,27,0,0,,,,,"VWR 1146D  Refrigerated Heating Circulating Bath, 6 Liter, Low Profile hitechtrader.com/Baths-Circulatâ¦",Twitter Update,10:09.6,,,US,LINK,https://twitter.com/HiTechTrader/status/1059946065900851201,twitter.com,0,IFTTT,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,10:09.6,,,,"New Jersey, United States",United States,,,40.167061,-74.49987,,Twitter Update,,2018,vwrintl_jobs,VWR,1319764,174703
TWITTER_2_1059947288502644736,TWITTER,9.88E+17,cybernetorganus,Kenny,https://pbs.twimg.com/profile_images/1325605879060828161/r-oTVd_E_normal.jpg,,15,0,0,M,,,,"Bustling layers of buoyancy

Expressions from West Seattle, 1/x. Fall '18

#elliottbay #seattle #westseattle #wsea #kayak #seagull #freighter #smithtower #water #structure #buildings #architecture #industry #skyscraper #recreation #nature #artificial #waâ¦ ift.tt/2JKv8Ae https://t.co/Xo94zLKGpW",Twitter Update,15:01.1,,,US,PHOTO,https://twitter.com/rau1baron/status/1059947288502644736,twitter.com,1,IFTTT,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,15:01.1,,,,"Seattle, Washington, United States",United States,,,47.606209,-122.33207,,Twitter Update,,2018,KAYAK,http://kayak.com/support,1312928,186473
TWITTER_2_1059947316629643266,TWITTER,23998573,gravityx9,Gravityx9,https://pbs.twimg.com/profile_images/711963798022656000/8l2OBNjr_normal.jpg,,3463,0,0,,,,,ow.ly/NL4p30lZxDH ** Christmas Le Chat Noir With Santa H Shower Curtain by #Gravityx9 at #Cafepress *  #showercurtain  #bathroomcurtain   #spoofingthearts #lechatnoir https://t.co/tQPnFLTMD1,Twitter Update,15:07.8,,,US,PHOTO,https://twitter.com/gravityx9/status/1059947316629643266,twitter.com,0,Hootsuite Inc.,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,15:07.8,,,,"Las Vegas, Nevada, United States",United States,,,36.174969,-115.13722,,Twitter Update,,2018,cafepress,cafepress,1117733,188855
TWITTER_2_1059949260412805121,TWITTER,13323862,ExpressNews,San Antonio Express-News,https://pbs.twimg.com/profile_images/674727718420787200/04o2QB-t_normal.jpg,,35474,0,0,M,,,,Sysco shares slide as transportation costs rumble higher trib.al/3yfyYFZ,Twitter Update,22:51.2,,,US,LINK,https://twitter.com/ExpressNews/status/1059949260412805121,twitter.com,0,SocialFlow,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,22:51.2,,,,"San Antonio, Texas, United States",United States,,,29.42412,-98.493629,,Twitter Update,,2018,Sysco,SYSCOSOFTWARE,96021,10247
TWITTER_2_1059950179963559937,TWITTER,417117435,ronnahuckaby,Ronna Huckaby,https://pbs.twimg.com/profile_images/1017604485219340288/zWGWUzyC_normal.jpg,,137,0,0,F,,,,This afternoon we all got to kayak.   make drip castles and Hello to Mr Sea Lion. #sandiego #p pic.twitter.com/ZevmFWYSgc,Twitter Update,26:30.5,,,US,"PHOTO,PHOTO,PHOTO,PHOTO",https://twitter.com/ronnahuckaby/status/1059950179963559937,twitter.com,0,Twitter for iPhone,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,26:30.5,,,,"Texas, United States",United States,,,31.250441,-99.25061,,Twitter Update,,2018,KAYAK,http://kayak.com/support,1312928,186473
TWITTER_2_1059956256415342593,TWITTER,9.84E+17,KobesYakFishing,Kobes Kayak Fishing & Rentals,https://pbs.twimg.com/profile_images/1061718604700401664/tZC8iwdW_normal.jpg,,513,0,0,,,,,Tried to get this video as short as possible but...well youâll see! This day absolutely kicked my butt and it felt great!! It was the first day I was able to fish for the 2nd TN kayakâ¦ instagram.com/p/Bp23gWUA2Io/â¦,Twitter Update,50:39.2,,,US,LINK,https://twitter.com/KobesYakFishing/status/1059956256415342593,twitter.com,0,Instagram,0,,,,,FALSE,,,,,POSITIVE,,,,,,,,50:39.2,,,,"Chattanooga, Tennessee, United States",United States,,,35.045631,-85.309677,,Twitter Update,,2018,KAYAK,http://kayak.com/support,1312928,186473
TWITTER_2_1059958669427855360,TWITTER,20445389,Hip2Save,Hip2Save,https://pbs.twimg.com/profile_images/851676600647131136/1yS1_zjF_normal.jpg,,32074,0,0,M,,,,Kids Rain Boots Only $6.99 on Zulily (Regularly $40) +Â More hip2save.com/2018/11/06/kidâ¦ https://t.co/TlZI9xE3Gi,Twitter Update,00:14.5,,,US,PHOTO,https://twitter.com/Hip2Save/status/1059958669427855360,twitter.com,1,WordPress.com,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,00:14.5,,,,"Boise, Idaho, United States",United States,,,43.613499,-116.20345,,Twitter Update,,2018,tandyleather,,909724,28675
TWITTER_2_1059958692119044103,TWITTER,1019426311,ProfessorBees,Sad Beesðð¦ LOOKING FOR WORK,https://pbs.twimg.com/profile_images/1473685259267055632/v0PwionM_normal.jpg,,1908,0,0,,,,,"I was in BooksAMillion yesterday for3 hours, reading graphic novels. A random lady walks up to me & asks if there are any other comic book stores in our town. I told her no, otherwise Id be there instead of here. She then walks to an employee about my age & asked her same thing.",Twitter Update,00:19.9,,,US,,https://twitter.com/ProfessorBees/status/1059958692119044103,twitter.com,0,Twitter for Android,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,00:19.9,,,,"Texas, United States",United States,,,31.250441,-99.25061,,Twitter Update,,2018,booksamillion,,891919,25896
TWITTER_2_1059958769310973952,TWITTER,1357184234,YakFishField,Robert Field,https://pbs.twimg.com/profile_images/1071543571772334081/tCFYMzvK_normal.jpg,,3840,0,0,,,,,"In this episode,  we're on a mission to get Jamie her first fish from a kayak. youtu.be/KaIFWIHr--4?a",Twitter Update,00:38.3,,,US,LINK,https://twitter.com/YakFishField/status/1059958769310973952,twitter.com,0,Google,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,00:38.3,,,,"Dallas, Texas, United States",United States,,,32.783058,-96.806671,,Twitter Update,,2018,KAYAK,http://kayak.com/support,1312928,186473
TWITTER_2_1059958785375199233,TWITTER,1198178647,MAGSRPups,MAGSR,https://pbs.twimg.com/profile_images/1067443955581612033/J4t-tx4o_normal.jpg,,769,0,0,,,,,Come out to see MAGSR this Sunday at the Germantown PetSmart! facebook.com/MAGSRPups/postâ¦,Twitter Update,00:42.2,,,US,LINK,https://twitter.com/MAGSRPups/status/1059958785375199233,twitter.com,1,Facebook,1,,,,,FALSE,,,,,NEUTRAL,,,,,,,,00:42.2,,,,"Maryland, United States",United States,,,39.000389,-76.749969,,Twitter Update,,2018,PetSmart,,863157,28648
TWITTER_2_1059958803096047616,TWITTER,2835365478,zuriagency,Zuri Talent Agency,https://pbs.twimg.com/profile_images/1214201089840447489/MzlJyJ_f_normal.jpg,,1052,0,0,F,,,,"The Holiday shop is now open for Gymboree and Olivia Dylan, Taylor Nevels and Tenz McCall are ready to spread the holiday cheer!
gymboree _olivia_dylan taylor_lia_ tenzmccall #zuriâ¦ instagram.com/p/Bp26tdYBh3f/â¦",Twitter Update,00:46.4,,,US,LINK,https://twitter.com/zuriagency/status/1059958803096047616,twitter.com,0,Instagram,0,,,,,FALSE,,,,,POSITIVE,,,,,,,,00:46.4,,,,"Los Angeles, California, United States",United States,,,34.052231,-118.24368,,Twitter Update,,2018,Gymboree,,786110,28018
TWITTER_2_1059963568366501888,TWITTER,9.49E+17,registrarjourn,Registrar Journal,https://twitter.com/registrarjourn/profile_image?size=original,,0,0,0,,,,,"Insider Selling: CarMax, Inc $KMX SVP Sells 16,325 Shares of Stock zpr.io/6kp52",Twitter Update,19:42.5,,,US,LINK,https://twitter.com/registrarjourn/status/1059963568366501888,twitter.com,0,Zapier.com,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,19:42.5,,,,United States,United States,,,39.759998,-98.5,,Twitter Update,,2018,CarMax,,1170010,64410
TWITTER_2_1059963867567087621,TWITTER,237499671,laura19191,RosannaDanna,https://pbs.twimg.com/profile_images/750469741978873856/QTmvyO2W_normal.jpg,,694,0,0,F,,,,Trump would be nobody without FOX,Twitter Update,20:53.9,,,US,,https://twitter.com/laura19191/status/1059963867567087621,twitter.com,0,Twitter Web Client,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,20:53.9,,,,"West Lake Sammamish, Washington, United States",United States,,,47.577599,-122.10123,,Twitter Update,,2018,Nutrisystem,Nutrisystem,1096376,31227
TWITTER_2_1059964250142269440,TWITTER,3247168300,RoseysRescues,Rosey Milazzo,https://pbs.twimg.com/profile_images/737668547804057600/gqVko4b4_normal.jpg,,9,0,0,,,,,Casino aka Benny came and saw us at PetSmart last weekend!,Twitter Update,22:25.1,,,US,,https://twitter.com/RoseysRescues/status/1059964250142269440,twitter.com,0,Facebook,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,22:25.1,,,,"Wilmington, North Carolina, United States",United States,,,34.225731,-77.94471,,Twitter Update,,2018,PetSmart,,863157,28648
TWITTER_2_1059964958790836225,TWITTER,9.50E+17,bbnsnews,Baseball News Source,https://pbs.twimg.com/profile_images/950447991495606272/ru9vq2m9_normal.jpg,,239,0,0,,,,,Traders Buy Shares of SYSCO $SYY on Weakness After Earnings Miss  baseballnewssource.com/?p=2950210,Twitter Update,25:14.0,,,US,LINK,https://twitter.com/bbnsnews/status/1059964958790836225,twitter.com,0,Zapier.com,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,25:14.0,,,,United States,United States,,,39.759998,-98.5,,Twitter Update,,2018,Sysco,SYSCOSOFTWARE,96021,10247
TWITTER_2_1059966503410458624,TWITTER,53660791,frat14,Joey Kierpiec,https://pbs.twimg.com/profile_images/956337507104444416/E1qul0tC_normal.jpg,,195,0,0,M,,,,What a beaut! I donât think I will ever get tired of looking at sights like these. #nofilter #tablerock #subaru #wrx #kayak #sc @ Table Rock State Park instagram.com/p/Bp2-z7jgPKy/â¦,Twitter Update,31:22.3,,,US,LINK,https://twitter.com/frat14/status/1059966503410458624,twitter.com,0,Instagram,0,,,,,FALSE,,,,,POSITIVE,,,,,,,,31:22.3,,,,South Carolina,United States,,,32.046829,-83.353958,,Twitter Update,,2018,KAYAK,http://kayak.com/support,1312928,186473
TWITTER_2_1059966510595223553,TWITTER,8.67E+17,atkinseva2017,Fashion & Beauty,https://pbs.twimg.com/profile_images/866717307648827392/0nWir7dS_normal.jpg,,65,0,0,,,,,Rue21's Fast-Fashion Model Enhanced Via Action Learning ift.tt/2F8eDPx,Twitter Update,31:24.0,,,US,LINK,https://twitter.com/atkinseva2017/status/1059966510595223553,twitter.com,0,IFTTT,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,31:24.0,,,,"Richmond, Virginia, United States",United States,,,37.553761,-77.460258,,Twitter Update,,2018,rue21,,1471458,183570
TWITTER_2_1059967574136352768,TWITTER,8.92E+17,QuestionswithRD,Nutrition With Julie,https://pbs.twimg.com/profile_images/967387203591487488/W-7iaJOn_normal.jpg,,111,0,31,,,,,Check out this article: Get smart about agave - deliciousliving.com/health/get-smaâ¦ #sugar #nosugar #healthyeating #wholefoods #nutrition #eatwell #healthylifestyle,Twitter Update,35:37.6,,,US,LINK,https://twitter.com/QuestionswithRD/status/1059967574136352768,twitter.com,0,Twitter Web Client,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,35:37.6,,,,"Las Vegas, Nevada, United States",United States,,,36.174969,-115.13722,,Twitter Update,,2018,WholeFoods,WholeFoods,865436,24893
TWITTER_2_1059969874015903744,TWITTER,9.62E+17,GDataScience1,Tony Galvan,https://pbs.twimg.com/profile_images/1031655433251971072/5ij8COek_normal.jpg,,105,0,46,M,,,,A Blind Captainâs Journey - See how hundreds of employees came together to bring to life one man's quest to kayak the Bosporus Strait. #attemployee soch.us/2qxwUvx https://t.co/QnKDKXWuRJ,Twitter Update,44:45.9,,,US,PHOTO,https://twitter.com/GDataScience1/status/1059969874015903744,twitter.com,0,Twitter for Android,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,44:45.9,,,,"Cypress, California, United States",United States,,,33.816959,-118.03729,,Twitter Update,,2018,KAYAK,http://kayak.com/support,1312928,186473
TWITTER_2_1059970853344026624,TWITTER,321605740,IOnlySayFacts,CHAMPIONS OF EUROPE,https://pbs.twimg.com/profile_images/1388146534152298504/6XbJXuTh_normal.jpg,,6320,0,0,,,,,That Clippers jersey looks like something you buy at Oshkosh or Gymboree for your 3 year old,Twitter Update,48:39.4,,,US,,https://twitter.com/IOnlySayFacts/status/1059970853344026624,twitter.com,0,Twitter for iPhone,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,48:39.4,,,,"Old Field, New York, United States",United States,,,40.95982,-73.129547,,Twitter Update,,2018,Gymboree,,786110,28018
TWITTER_2_1059971123377590272,TWITTER,42278124,GUnit_81,Greg Peterson,https://pbs.twimg.com/profile_images/1423855357361745922/nw2C19yj_normal.jpg,,49411,0,0,M,,,,"Donât disparage my alma mater like that, the city of Oshkosh Wisconsin is much better than that!",Twitter Update,49:43.8,,,US,,https://twitter.com/GUnit_81/status/1059971123377590272,twitter.com,0,Twitter for iPhone,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,49:43.8,,,,"Las Vegas, Nevada, United States",United States,,,36.174969,-115.13722,,Twitter Update,,2018,Gymboree,,786110,28018
TWITTER_2_1059973656506519552,TWITTER,1.06E+18,Fishin2theMax,Fishin2TheMax,https://pbs.twimg.com/profile_images/1071800018338766849/GtlzJNZb_normal.jpg,,6,0,0,,,,,My splurge. Ready for ice fishing!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWITTER_2_1059974473582030849,TWITTER,4019715676,KayakingFacts,Kayaking Facts,https://pbs.twimg.com/profile_images/657309389511118848/aJEBZO6F_normal.jpg,,3699,0,0,,,,,"Historically, the main purpose for creating the kayak, which literally translates to ""hunter's boat"" was for hunting and fishing.",Twitter Update,03:02.5,,,US,,https://twitter.com/KayakingFacts/status/1059974473582030849,twitter.com,0,TongueApp,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,03:02.5,,,,"Los Angeles, California, United States",United States,,,34.052231,-118.24368,,Twitter Update,,2018,KAYAK,http://kayak.com/support,1312928,186473
TWITTER_2_1059974491697229825,TWITTER,111203624,nleka,Nina Leka,https://pbs.twimg.com/profile_images/792887518731567108/2GplRAow_normal.jpg,,331,0,0,F,,,,#neimanmarcus #shorthills #shorthillsnj #fashion #brunellocucinelli #trend #beautiful #cool #love #simplicity #elegant #mensfashion #mensfallstyle #mensstyle #unique #everyday #everywhereâ¦ instagram.com/p/Bp3CcTFh9yw/â¦,Twitter Update,03:06.9,,,US,LINK,https://twitter.com/nleka/status/1059974491697229825,twitter.com,0,Instagram,0,,,,,FALSE,,,,,POSITIVE,,,,,,,,03:06.9,,,,Millburn,United States,,Millburn,40.713303,-74.372452,,Twitter Update,,2018,NMGNewsroom,neimanmarcus,1644147,14007
TWITTER_2_1059974974641971201,TWITTER,28756492,blakcirclegirl,BlakCircleGirl,https://pbs.twimg.com/profile_images/709771518981464069/kK69pr7Q_normal.jpg,,1640,0,0,F,,,,Green Dragon Silhouette  buff.ly/2EkMAvX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWITTER_2_1059975526947975168,TWITTER,3097006286,HatsOrg,High Adventure Treks,https://pbs.twimg.com/profile_images/578392553138982912/vG0IOp-F_normal.jpeg,,7,0,0,,,,,"Want to build a memory with your children? Come and join our campout for kayak, rock climb, and canoe! GO visit our website for more information at highadventuretreks.org.  #hatsboys and #hatsgirls with #HatsOrg.ð https://t.co/2vPuUZMBSw",Twitter Update,07:13.7,,,US,PHOTO,https://twitter.com/HatsOrg/status/1059975526947975168,twitter.com,0,Twitter Web Client,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,07:13.7,,,,"Dallas, Texas, United States",United States,,,32.783058,-96.806671,,Twitter Update,,2018,KAYAK,http://kayak.com/support,1312928,186473
TWITTER_2_1059976824694980608,TWITTER,2428717886,JTFfresno,Just the Facts: Fresno,https://pbs.twimg.com/profile_images/1207484597170102272/w2Nmrz_1_normal.jpg,,172,0,0,,,,,Grocery News: .TopsMarkets  offers âChristmas Bonusâ to rewards members ow.ly/IUqV30mw5ip via SN_news  #supermarket #Christmasbonus https://t.co/BET4YRs1d9,Twitter Update,12:23.1,,,US,PHOTO,https://twitter.com/STIRRnews/status/1059976824694980608,twitter.com,0,IFTTT,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,12:23.1,,,,United States,United States,,,39.759998,-98.5,,Twitter Update,,2018,TopsMarkets,,1483173,183635
TWITTER_2_1059976900213460997,TWITTER,1.05E+18,PNoblesville,PetSmart Noblesville,https://pbs.twimg.com/profile_images/1052746133313921024/gOefdvuj_normal.jpg,,8,0,0,F,,,,"By Chance, are you interested in our Hope in making a Lucky child's Dream come true? Visit your local Petsmart to donate a $5 stuff animal to a child in need this holiday season! pic.twitter.com/5osTDVAUxC",Twitter Update,12:41.1,,,US,PHOTO,https://twitter.com/PNoblesville/status/1059976900213460997,twitter.com,2,Twitter for Android,3,,,,,FALSE,,,,,NEUTRAL,,,,,,,,12:41.1,,,,"Noblesville, Indiana, United States",United States,,,40.045589,-86.008598,,Twitter Update,,2018,PetSmart,,863157,28648
TWITTER_2_1059977598497943552,TWITTER,526886173,ResQPets1,Res-Q-Pets,https://pbs.twimg.com/profile_images/378800000451366205/2d114362c5bd15d23f8349aabc5f3d58_normal.jpeg,,611,0,0,,,,,"Our next Adoption Days will be this Saturday, November 10th and Sunday, November 11th. 

We will be having some new dogs at the Fairless Hills PetSmart on Saturday from 1-4pm.

Hamilton Marketplace PetSmart on... facebook.com/31615592510532â¦",Twitter Update,15:27.6,,,US,LINK,https://twitter.com/ResQPets1/status/1059977598497943552,twitter.com,0,Facebook,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,15:27.6,,,,"Hamilton Square, New Jersey, United States",United States,,,40.227329,-74.653214,,Twitter Update,,2018,PetSmart,,863157,28648
